label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
3,0.7906,0.5218,0.3205,2.3577,0.66,0.7245,0.8375,0.5474,0.65,0.5209,0.6536,0.0727,0.0706,9.6748,0.4938,0.2505,-0.2531,0.2537,0.1136,0.9534,37.9506,31.4454,1.4613,Aesculus hippocastanum,1,2
4,1.809,0.8921,1.2445,5.6261,0.4931,0.4941,1.8667,0.9601,0.29,0.8768,0.5143,0.081,0.1169,6.4464,0.5485,0.3167,-0.3271,0.2692,0.1408,1.5773,39.1664,41.6012,1.6949,Aesculus hippocastanum,1,2
5,1.7823,0.8864,1.2282,5.1459,0.4973,0.5828,1.9563,0.9244,0.51,0.9148,0.4725,0.0849,0.0406,10.0626,0.6266,0.2705,-0.7457,0.3398,0.1238,0.513,36.7939,33.8962,1.3179,Aesculus hippocastanum,1,2
6,1.5641,0.967,1.1733,4.9567,0.6182,0.6001,1.6616,1.0124,0.4,0.9858,0.6093,0.089,0.0582,11.1023,0.6043,0.2924,-0.551,0.3413,0.129,1.2844,39.3395,39.666,1.7569,Aesculus hippocastanum,1,2
7,1.7267,1.1355,1.5202,5.3224,0.6576,0.6744,1.8133,1.1521,0.39,1.1148,0.6354,0.1025,0.0516,11.6324,0.6507,0.2998,-0.8616,0.3295,0.1202,0.8485,33.3577,35.9476,1.7034,Aesculus hippocastanum,1,2
8,1.9975,1.3069,2.0313,6.1543,0.6543,0.6739,2.0952,1.3519,0.52,1.3453,0.6452,0.0857,0.0558,9.6507,0.5827,0.3075,-0.5682,0.3303,0.1242,0.8066,39.6144,38.45,1.556,Aesculus hippocastanum,1,2
9,0.963,0.5285,0.3974,2.7907,0.5488,0.6412,1.0156,0.5493,0.51,0.5442,0.5409,0.0808,0.0594,10.8542,0.5663,0.2702,-0.4566,0.2766,0.1341,0.4178,35.1829,30.4808,1.0852,Aesculus hippocastanum,1,2
10,1.502,0.7266,0.8493,4.1578,0.4838,0.6174,1.5674,0.7425,0.5,0.7375,0.4737,0.0777,0.0364,11.7206,0.553,0.261,-0.4492,0.3196,0.1209,1.192,41.3525,36.5445,1.5879,Aesculus hippocastanum,1,2
11,1.3967,0.7792,0.839,3.9924,0.5579,0.6615,1.509,0.8107,0.49,0.7834,0.5372,0.068,0.0415,12.5819,0.56,0.2,-0.8406,0.3217,0.1149,0.5934,37.9327,24.5659,1.2106,Aesculus hippocastanum,1,2
12,0.8047,0.4525,0.2842,2.2082,0.5623,0.7324,0.8244,0.4728,0.61,0.4624,0.5735,0.0737,0.0766,8.7605,0.5292,0.2572,-0.6964,0.2825,0.1593,1.284,37.2875,32.781,1.4388,Aesculus hippocastanum,1,2
13,1.5568,0.8836,1.0649,4.6235,0.5676,0.626,1.6651,0.9246,0.38,0.9097,0.5553,0.079,0.0492,12.8976,0.5875,0.2657,-0.4952,0.3264,0.1163,0.8663,39.4926,35.1887,1.334,Aesculus hippocastanum,1,2
14,1.6008,0.9425,1.1666,4.6048,0.5888,0.6914,1.7465,0.9927,0.54,0.952,0.5684,0.0808,0.0456,9.1337,0.5333,0.2774,-0.3823,0.3013,0.1199,1.0783,40.0595,35.5207,1.591,Aesculus hippocastanum,1,2
1,1.6315,1.0752,1.3564,5.4037,0.659,0.5837,1.7255,1.1406,0.42,1.0655,0.661,0.0931,0.0935,5.561,0.469,0.2677,-0.4951,0.3248,0.1044,1.4283,46.5074,35.4433,1.7275,Aesculus hippocastanum,1,3
2,1.6446,0.9881,1.247,4.9482,0.6008,0.64,1.7346,1.0367,0.36,0.963,0.5977,0.1018,0.1204,3.9553,0.4012,0.2549,-0.2429,0.3145,0.1257,0.7841,50.6229,34.7375,1.1929,Aesculus hippocastanum,1,3
3,1.8422,1.1957,1.7137,6.1056,0.6491,0.5777,1.9638,1.2382,0.46,1.2255,0.6305,0.0986,0.0906,6.2652,0.447,0.2596,-0.4326,0.3419,0.1224,1.3208,51.3557,39.0188,1.6844,Aesculus hippocastanum,1,3
4,1.7979,1.0973,1.5259,5.9737,0.6103,0.5373,1.8643,1.1143,0.51,1.0988,0.5977,0.0858,0.1035,7.214,0.446,0.2358,-0.4043,0.3496,0.1241,0.5707,49.6931,29.6354,1.0444,Aesculus hippocastanum,1,3
5,1.9186,1.0695,1.5879,6.2641,0.5574,0.5085,2.0802,1.1533,0.39,1.0453,0.5544,0.0767,0.0676,10.0008,0.5261,0.245,-0.6973,0.3624,0.1118,1.5566,46.5344,37.453,1.9824,Aesculus hippocastanum,1,3
6,1.0937,0.4847,0.4119,2.8702,0.4432,0.6283,1.1349,0.5196,0.45,0.4987,0.4578,0.0805,0.147,5.5982,0.4514,0.2091,-0.3462,0.2981,0.1033,1.8872,45.161,30.5858,2.049,Aesculus hippocastanum,1,3
7,1.7645,1.0705,1.4698,6.5071,0.6067,0.4362,1.8769,1.1361,0.49,1.0863,0.6053,0.086,0.0556,9.5918,0.4717,0.2533,-0.502,0.3457,0.1206,1.3567,50.473,39.0548,1.5744,Aesculus hippocastanum,1,3
8,1.2776,0.6646,0.6534,3.8186,0.5202,0.5631,1.3828,0.6946,0.51,0.689,0.5023,0.0755,0.1001,7.953,0.4493,0.205,-0.5409,0.3083,0.1078,1.0829,45.3231,27.1706,1.1444,Aesculus hippocastanum,1,3
9,1.052,0.5015,0.4101,2.9059,0.4767,0.6103,1.1133,0.5224,0.5,0.5035,0.4692,0.0742,0.0923,8.2731,0.3895,0.187,-0.0976,0.3375,0.1094,0.5177,54.5889,28.2525,0.8659,Aesculus hippocastanum,1,3
10,0.8736,0.5172,0.3507,2.5482,0.592,0.6787,0.9509,0.5454,0.4,0.5143,0.5736,0.0731,0.063,11.8744,0.4357,0.2135,-0.2408,0.3348,0.1108,0.6261,50.4183,30.4401,1.2139,Aesculus hippocastanum,1,3
11,1.1391,0.5893,0.523,3.1986,0.5173,0.6424,1.2042,0.6231,0.5,0.6182,0.5174,0.0828,0.1163,6.5147,0.3836,0.2212,-0.1368,0.3138,0.1162,0.7802,51.0895,31.4908,1.376,Aesculus hippocastanum,1,3
12,1.589,0.7729,0.9519,4.5498,0.4864,0.5779,1.7098,0.841,0.46,0.8088,0.4919,0.0863,0.072,8.7153,0.4289,0.2325,-0.2695,0.3791,0.1126,1.1458,57.8286,35.3839,1.4553,Aesculus hippocastanum,1,3
13,2.2702,1.4531,2.5515,7.1484,0.6401,0.6275,2.3881,1.5165,0.37,1.4677,0.635,0.0988,0.0984,5.8984,0.4298,0.262,-0.36,0.3974,0.1221,1.4947,60.0981,40.9809,1.7015,Aesculus hippocastanum,1,3
14,1.1245,0.6165,0.5353,3.2302,0.5482,0.6447,1.2021,0.6408,0.55,0.6146,0.5331,0.0927,0.0497,10.7132,0.4302,0.2009,-0.4319,0.374,0.1194,0.4997,56.2935,29.7488,0.6062,Aesculus hippocastanum,1,3
15,1.674,0.7773,1.008,4.4997,0.4643,0.6256,1.779,0.8359,0.43,0.7906,0.4699,0.0767,0.0689,10.6077,0.4317,0.1699,-0.6429,0.4071,0.1279,0.6749,59.0355,25.4998,0.7883,Aesculus hippocastanum,1,3
1,0.7973,0.3754,0.2328,2.1226,0.4708,0.6493,0.7935,0.3842,0.44,0.3767,0.4842,0.2119,0.357,1.6417,0.1793,0.1,-0.1401,0.2993,0.0775,0.9892,63.1909,20.5894,1.6807,Alnus glutinosa,1,1
2,1.0112,0.3775,0.2888,2.6471,0.3733,0.5179,0.9968,0.3877,0.5,0.3659,0.3889,0.154,0.2847,2.3975,0.1633,0.1032,0.3564,0.3157,0.0759,0.611,67.3223,18.7862,1.4893,Alnus glutinosa,1,1
3,1.2213,0.4367,0.3934,3.1172,0.3576,0.5088,1.2925,0.4834,0.42,0.4148,0.374,0.1943,0.3182,1.961,0.1284,0.0891,1.1792,0.2748,0.0759,1.2604,61.67,20.0628,1.4261,Alnus glutinosa,1,1
4,0.7612,0.3114,0.1855,1.903,0.4091,0.6437,0.7653,0.3182,0.53,0.3132,0.4158,0.0716,0.0408,4.7078,0.1628,0.0748,0.2915,0.3637,0.0623,0.2735,77.9071,16.5223,0.7151,Alnus glutinosa,1,1
5,0.9115,0.4298,0.3004,2.3751,0.4715,0.6692,0.9115,0.4315,0.43,0.4253,0.4734,0.2802,0.4196,1.0663,0.202,0.078,-0.7785,0.3507,0.0588,0.9039,71.9393,15.3745,1.6463,Alnus glutinosa,1,1
6,1.0237,0.3582,0.2657,2.5664,0.3499,0.5069,1.0155,0.3925,0.45,0.3206,0.3865,0.39,0.4062,0.3827,0.0931,0.0959,1.3153,0.2442,0.0972,1.0536,56.9033,22.9157,1.4081,Alnus glutinosa,1,1
7,1.1501,0.3597,0.3056,2.933,0.3128,0.4464,1.1238,0.385,0.59,0.3471,0.3426,0.2734,0.399,1.1555,0.1728,0.0716,-0.0031,0.3279,0.0632,1.0571,70.2584,17.5008,1.2832,Alnus glutinosa,1,1
8,1.0947,0.3204,0.265,2.7393,0.2927,0.4438,1.1047,0.3303,0.44,0.3099,0.299,0.0924,0.1257,6.1292,0.1529,0.0895,0.4328,0.3244,0.0687,0.7542,69.9915,16.8426,1.3321,Alnus glutinosa,1,1
9,0.902,0.3147,0.2076,2.2098,0.3489,0.5342,0.8743,0.3264,0.5,0.2864,0.3733,0.2183,0.3421,1.6654,0.2011,0.1032,0.2306,0.333,0.0613,0.5859,68.0606,15.4056,1.479,Alnus glutinosa,1,1
10,1.1965,0.3326,0.2978,2.8432,0.278,0.4629,1.138,0.3503,0.33,0.3024,0.3078,0.1595,0.3092,2.2181,0.1528,0.0828,0.4708,0.3091,0.0731,1.1271,66.9514,17.8266,1.5222,Alnus glutinosa,1,1
11,1.1687,0.4009,0.3516,2.8377,0.343,0.5487,1.1782,0.4243,0.12,0.3781,0.3601,0.1512,0.2751,2.5712,0.169,0.0939,-0.0964,0.3572,0.0646,0.5906,75.5878,15.039,1.0952,Alnus glutinosa,1,1
12,0.8355,0.2922,0.1893,2.0627,0.3497,0.5591,0.8456,0.2998,0.42,0.2883,0.3545,0.0784,0.1207,6.8948,0.2497,0.115,0.1548,0.3973,0.0647,0.4812,76.1748,17.8694,0.5465,Alnus glutinosa,1,1
13,0.9907,0.4119,0.3131,2.5443,0.4158,0.6078,0.9655,0.4292,0.52,0.3911,0.4445,0.0791,0.164,4.9968,0.2262,0.1216,0.11,0.3092,0.0746,0.7987,61.3499,19.5337,1.2508,Alnus glutinosa,1,1
14,0.8707,0.3129,0.211,2.213,0.3594,0.5414,0.9005,0.3178,0.33,0.3015,0.3529,0.0569,0.1402,6.124,0.2101,0.0771,-0.6441,0.3487,0.0649,0.8592,70.6736,17.398,1.2851,Alnus glutinosa,1,1
15,0.8654,0.3361,0.2271,2.199,0.3884,0.5902,0.8636,0.3473,0.52,0.3373,0.4022,0.286,0.4072,1.0436,0.1662,0.0864,-0.0142,0.3581,0.0705,0.9484,76.4605,17.1787,1.9573,Alnus glutinosa,1,1
16,0.9303,0.3561,0.2413,2.5064,0.3828,0.4827,0.9472,0.3917,0.52,0.3792,0.4135,0.0799,0.0966,7.6075,0.165,0.0821,0.2892,0.321,0.0748,0.8782,68.4995,18.3177,1.1992,Alnus glutinosa,1,1
17,0.9668,0.3036,0.2261,2.3095,0.314,0.5327,0.966,0.3052,0.57,0.2899,0.3159,0.5352,0.4573,-0.1415,0.1224,0.0633,0.6892,0.294,0.0645,1.0978,66.9528,15.7467,1.2047,Alnus glutinosa,1,1
18,1.1118,0.3114,0.2686,2.6246,0.2801,0.49,1.0964,0.3319,0.37,0.3198,0.3027,0.1953,0.3388,1.793,0.1807,0.0947,0.0122,0.3379,0.0597,0.6288,70.7925,15.1619,1.0923,Alnus glutinosa,1,1
19,0.7364,0.265,0.1526,1.7361,0.3599,0.6362,0.724,0.2614,0.48,0.2578,0.361,0.2822,0.4119,1.0885,0.1913,0.093,0.4237,0.3693,0.053,0.6548,76.8935,15.6788,0.6228,Alnus glutinosa,1,1
20,1.2412,0.4057,0.388,3.0022,0.3269,0.541,1.2514,0.4126,0.41,0.4026,0.3297,0.3169,0.3541,0.6063,0.0555,0.0729,2.1859,0.249,0.0859,1.118,60.4638,20.2575,1.3493,Alnus glutinosa,1,1
21,1.1944,0.3596,0.3221,2.8853,0.3011,0.4862,1.1693,0.3938,0.41,0.3303,0.3368,0.1173,0.2566,3.0113,0.1911,0.0738,-0.6263,0.3806,0.0519,0.7679,78.7963,14.3845,1.259,Alnus glutinosa,1,1
22,1.0635,0.3664,0.2884,2.6342,0.3445,0.5223,1.0095,0.3707,0.62,0.3415,0.3672,0.0935,0.0806,7.0102,0.1594,0.1055,0.3845,0.3405,0.0937,0.4451,72.1141,19.3333,0.8573,Alnus glutinosa,1,1
23,0.9053,0.3487,0.2464,2.2527,0.3852,0.6102,0.9019,0.3573,0.45,0.3505,0.3962,0.3468,0.4269,0.7384,0.1294,0.0618,0.2994,0.3026,0.0739,1.1344,67.6928,17.2795,1.4472,Alnus glutinosa,1,1
24,0.933,0.3366,0.2445,2.2888,0.3608,0.5865,0.8966,0.3421,0.45,0.322,0.3816,0.0755,0.1209,6.0086,0.1172,0.0566,-0.1334,0.3443,0.0574,0.7539,77.5853,14.6744,1.2169,Alnus glutinosa,1,1
25,1.0971,0.3819,0.3262,2.6455,0.3481,0.5857,1.073,0.3875,0.43,0.3817,0.3611,0.0929,0.1749,4.5639,0.152,0.0689,0.0584,0.3294,0.0713,0.8377,71.5681,18.3275,1.233,Alnus glutinosa,1,1
26,0.9394,0.3663,0.2616,2.3495,0.3899,0.5955,0.8914,0.3584,0.19,0.3375,0.4021,0.0842,0.0421,9.1837,0.2402,0.1144,0.0463,0.3502,0.0707,0.4464,68.0872,18.857,1.011,Alnus glutinosa,1,1
27,0.7982,0.3844,0.2378,2.0494,0.4816,0.7115,0.7752,0.3796,0.55,0.3731,0.4897,0.2016,0.3122,1.7615,0.1553,0.1227,0.3528,0.3345,0.0918,0.6335,71.031,18.1288,1.0563,Alnus glutinosa,1,1
28,1.0604,0.4066,0.3293,2.705,0.3834,0.5655,1.0164,0.4212,0.1,0.3808,0.4144,0.1124,0.1551,4.8792,0.1459,0.0963,0.6312,0.33,0.0667,0.8607,71.7293,16.5709,1.4177,Alnus glutinosa,1,1
29,1.2312,0.4742,0.4472,2.9949,0.3852,0.6265,1.1787,0.4873,0.38,0.4266,0.4134,0.3071,0.3826,0.9221,0.146,0.0974,0.3802,0.3392,0.0934,0.4549,73.491,18.3132,0.7929,Alnus glutinosa,1,1
30,0.9051,0.3894,0.2737,2.3046,0.4302,0.6476,0.8832,0.3911,0.37,0.3735,0.4428,0.2211,0.1962,1.0189,0.0695,0.0927,2.0616,0.2999,0.0859,0.8379,70.7539,18.6053,1.1011,Alnus glutinosa,1,1
1,0.9947,0.456,0.3369,2.8072,0.4584,0.5372,1.0361,0.5419,0.47,0.4347,0.523,0.0696,0.0404,4.5503,0.176,0.0829,0.5709,0.3487,0.0788,0.7801,73.6271,20.6657,1.3269,Alnus glutinosa,1,10
2,0.8738,0.3488,0.2375,2.1384,0.3992,0.6527,0.8509,0.3488,0.45,0.343,0.4099,0.1848,0.3156,2.0073,0.1457,0.0831,0.2762,0.272,0.0737,1.6177,60.0937,20.4616,1.8034,Alnus glutinosa,1,10
3,1.016,0.3003,0.2358,2.4662,0.2956,0.4872,0.9981,0.3041,0.42,0.2945,0.3047,0.1048,0.1937,4.0212,0.2093,0.1148,0.3621,0.3164,0.0825,0.5869,64.1895,20.9644,1.0843,Alnus glutinosa,1,10
4,1.1088,0.4314,0.3655,2.8924,0.3891,0.549,1.1,0.4399,0.69,0.4244,0.3999,0.1681,0.3212,2.0931,0.1919,0.0795,-0.2029,0.3223,0.0607,0.9446,66.6095,14.8504,1.6478,Alnus glutinosa,1,10
5,0.9152,0.3261,0.209,2.3452,0.3563,0.4775,0.8904,0.3604,0.11,0.282,0.4048,0.3751,0.4237,0.5836,0.0949,0.0735,1.0062,0.2784,0.0846,1.0515,65.0871,21.2515,1.1902,Alnus glutinosa,1,10
6,0.6803,0.2903,0.1533,1.8067,0.4267,0.5902,0.6809,0.2992,0.34,0.2854,0.4394,0.475,0.4706,0.1273,0.1897,0.0773,-0.5203,0.3245,0.0696,1.134,68.664,19.5124,1.5898,Alnus glutinosa,1,10
7,0.9641,0.2957,0.2141,2.3433,0.3067,0.49,0.9095,0.3065,0.43,0.2793,0.337,0.2085,0.2843,1.8454,0.0742,0.0886,1.6606,0.2912,0.0965,0.8771,67.8735,20.2276,1.1869,Alnus glutinosa,1,10
8,0.9167,0.3403,0.2229,2.4157,0.3712,0.48,0.9015,0.3585,0.12,0.2979,0.3977,0.1139,0.2174,3.5291,0.1614,0.0807,0.3103,0.3456,0.086,0.3784,74.5978,22.6383,0.7779,Alnus glutinosa,1,10
9,0.8354,0.3699,0.2408,2.1531,0.4428,0.6527,0.8313,0.3737,0.53,0.3704,0.4495,0.1225,0.2146,3.49,0.1466,0.0905,0.7019,0.2922,0.0792,1.0452,64.1582,20.824,1.2621,Alnus glutinosa,1,10
10,1.0438,0.3821,0.2748,2.6418,0.3661,0.4948,1.0093,0.4097,0.04,0.3267,0.4059,0.5188,0.4628,-0.0857,0.1518,0.0631,-0.1757,0.3538,0.0775,0.5937,78.4503,19.8029,0.9253,Alnus glutinosa,1,10
11,1.0415,0.3672,0.2874,2.5468,0.3526,0.5568,1.0547,0.373,0.49,0.3613,0.3537,0.5648,0.448,-0.2616,0.1382,0.0617,-0.2459,0.3744,0.0527,0.9672,84.1847,13.5049,1.5054,Alnus glutinosa,1,10
12,0.8067,0.3637,0.2246,2.0586,0.4508,0.666,0.8039,0.3741,0.47,0.3698,0.4654,0.2062,0.3188,1.9591,0.2762,0.145,-0.2253,0.4061,0.0566,0.4996,75.062,18.0428,0.7496,Alnus glutinosa,1,10
13,1.0946,0.4469,0.3652,2.7566,0.4083,0.6039,1.08,0.4495,0.45,0.4287,0.4162,0.1184,0.2418,3.1696,0.176,0.0853,-0.232,0.3733,0.0717,0.5171,78.5037,17.3631,0.9776,Alnus glutinosa,1,10
14,0.9505,0.4628,0.325,2.5535,0.4869,0.6264,0.9612,0.501,0.25,0.4472,0.5212,0.0893,0.19,4.115,0.1696,0.0928,0.294,0.314,0.0729,0.8289,66.772,18.7557,1.273,Alnus glutinosa,1,10
15,0.9383,0.3576,0.2587,2.2862,0.3811,0.622,0.9238,0.3515,0.46,0.3475,0.3805,0.0923,0.0579,7.2535,0.1712,0.1124,0.8122,0.3353,0.0766,0.6756,70.3411,17.6427,1.3519,Alnus glutinosa,1,10
16,0.8351,0.3256,0.2115,2.0452,0.3899,0.6354,0.8284,0.3246,0.55,0.315,0.3918,0.49,0.4562,0.0783,0.1492,0.0691,-0.3367,0.3252,0.0662,1.0928,72.1169,17.4899,1.5256,Alnus glutinosa,1,10
17,0.9196,0.2851,0.203,2.219,0.31,0.5181,0.902,0.2932,0.37,0.2819,0.3251,0.1199,0.215,3.2815,0.1773,0.1404,0.2573,0.3544,0.103,0.2835,72.7684,20.5385,1.0598,Alnus glutinosa,1,10
18,1.2022,0.2901,0.2643,2.8583,0.2413,0.4065,1.1945,0.3117,0.38,0.283,0.2609,0.0713,0.0895,7.5698,0.1728,0.0939,0.4235,0.3308,0.0721,0.8934,70.168,19.5633,1.3403,Alnus glutinosa,1,10
19,1.3127,0.4224,0.4237,3.1441,0.3218,0.5386,1.3036,0.4333,0.43,0.4161,0.3324,0.3114,0.4128,0.9471,0.137,0.0905,1.037,0.3487,0.0726,0.8975,76.4541,14.6985,1.4719,Alnus glutinosa,1,10
20,0.9071,0.3851,0.2664,2.2951,0.4245,0.6355,0.9116,0.3958,0.21,0.3615,0.4342,0.2477,0.3866,1.2205,0.1473,0.0821,-0.1508,0.324,0.0603,1.1493,71.1425,16.3743,1.5997,Alnus glutinosa,1,10
21,0.9429,0.2784,0.2029,2.1989,0.2953,0.5273,0.9186,0.2812,0.37,0.2687,0.3061,0.1936,0.3135,2.0337,0.209,0.1061,0.0232,0.3836,0.0676,0.5163,77.8427,18.1043,0.9008,Alnus glutinosa,1,10
22,0.846,0.4297,0.2747,2.482,0.5079,0.5604,0.8316,0.4591,0.35,0.4013,0.5521,0.0754,0.066,10.0571,0.1814,0.0788,-0.091,0.3687,0.0684,0.3962,77.2281,17.7274,0.8918,Alnus glutinosa,1,10
23,0.9969,0.3772,0.2906,2.4611,0.3784,0.6029,0.9615,0.3786,0.42,0.3711,0.3938,0.1018,0.1476,4.9886,0.1632,0.1182,0.7784,0.3182,0.0758,0.7525,67.4456,17.554,1.2849,Alnus glutinosa,1,10
24,0.8509,0.2953,0.191,2.0698,0.347,0.5603,0.8234,0.3126,0.11,0.2979,0.3796,0.3675,0.4222,0.6436,0.1301,0.1056,1.0005,0.3016,0.0777,0.9827,67.1798,19.1641,1.5445,Alnus glutinosa,1,10
25,1.1128,0.3402,0.2882,2.7433,0.3057,0.4812,1.1488,0.3462,0.27,0.3314,0.3014,0.0944,0.0344,8.1505,0.1841,0.0965,0.3629,0.3758,0.0612,0.1917,78.9166,19.0,0.4206,Alnus glutinosa,1,10
26,1.0874,0.4354,0.3688,2.7413,0.4004,0.6167,1.1172,0.4375,0.5,0.4351,0.3916,0.1281,0.1758,3.1899,0.1557,0.0977,0.181,0.3583,0.0628,0.2624,77.2621,16.8769,1.1726,Alnus glutinosa,1,10
1,0.7043,0.2689,0.1476,1.7789,0.3818,0.5861,0.7087,0.2723,0.33,0.2584,0.3842,0.0799,0.0831,7.6912,0.2034,0.1219,0.1811,0.3501,0.0722,0.5662,71.4363,20.8812,1.3011,Alnus glutinosa,1,11
2,0.9266,0.3562,0.2541,2.3543,0.3844,0.5761,0.9191,0.376,0.51,0.3538,0.4091,0.1867,0.3198,2.0216,0.1694,0.0867,-0.4301,0.3462,0.0923,0.4952,74.4805,24.809,0.7107,Alnus glutinosa,1,11
3,0.9,0.3831,0.2573,2.353,0.4257,0.584,0.8773,0.4259,0.39,0.3523,0.4855,0.306,0.4079,1.0093,0.1816,0.0859,-0.1664,0.3744,0.0788,0.6116,79.1792,20.6331,0.8123,Alnus glutinosa,1,11
4,0.8445,0.2676,0.1662,2.008,0.3169,0.518,0.8152,0.2774,0.54,0.2282,0.3403,0.3947,0.4463,0.5187,0.1516,0.0762,-0.147,0.3237,0.0748,1.1684,71.5103,20.9726,1.4161,Alnus glutinosa,1,11
5,0.7317,0.3202,0.1804,1.8831,0.4376,0.6393,0.7005,0.3223,0.51,0.3161,0.4601,0.0601,0.11,6.9758,0.1623,0.0703,-0.2399,0.3274,0.0678,1.0209,70.2962,17.974,1.5298,Alnus glutinosa,1,11
6,1.3647,0.2841,0.2953,3.1073,0.2082,0.3843,1.2975,0.3052,0.29,0.2727,0.2352,0.109,0.2079,3.6023,0.1857,0.0989,-0.1852,0.3147,0.0733,0.5585,65.2442,17.4105,1.4569,Alnus glutinosa,1,11
7,0.9464,0.3965,0.2911,2.3821,0.419,0.6447,0.928,0.397,0.52,0.3905,0.4278,0.1048,0.205,3.8932,0.1752,0.0696,-0.5638,0.3432,0.0657,0.9355,72.7486,18.2844,1.3933,Alnus glutinosa,1,11
8,0.8708,0.3244,0.2147,2.2317,0.3725,0.5417,0.8709,0.3377,0.25,0.3081,0.3878,0.3104,0.3521,0.6759,0.1395,0.1066,0.4742,0.3008,0.0898,0.6236,66.5176,19.8212,1.1592,Alnus glutinosa,1,11
9,0.8786,0.3274,0.2229,2.1148,0.3726,0.6263,0.8552,0.3278,0.48,0.3147,0.3833,0.113,0.2538,3.0493,0.2351,0.0981,-0.2764,0.3401,0.074,0.7141,66.7118,18.6589,1.4459,Alnus glutinosa,1,11
10,0.8746,0.3422,0.2333,2.2099,0.3913,0.6003,0.8688,0.3552,0.47,0.3447,0.4088,0.4147,0.4609,0.3772,0.1703,0.0679,-0.6271,0.361,0.0639,0.7021,77.703,17.048,1.3119,Alnus glutinosa,1,11
11,0.8825,0.2785,0.1878,2.1692,0.3156,0.5015,0.8862,0.2902,0.24,0.2727,0.3275,0.1568,0.3025,2.2576,0.1921,0.1022,0.0446,0.3598,0.0651,0.3179,74.6012,18.1941,0.9598,Alnus glutinosa,1,11
12,1.1343,0.4175,0.3398,2.9111,0.3681,0.5039,1.1344,0.4554,0.42,0.3735,0.4014,0.0768,0.0877,8.2676,0.1548,0.0761,0.2131,0.328,0.0647,1.2929,70.8216,17.1454,2.0412,Alnus glutinosa,1,11
13,0.9966,0.3813,0.2922,2.5852,0.3826,0.5494,1.0177,0.4118,0.28,0.3594,0.4046,0.0717,0.0493,8.9502,0.2176,0.109,-0.2127,0.3599,0.0642,0.6261,72.4461,19.9541,1.1922,Alnus glutinosa,1,11
14,0.939,0.3152,0.2271,2.2529,0.3357,0.5623,0.9094,0.3301,0.41,0.321,0.363,0.2736,0.3821,1.1661,0.1597,0.1047,0.3504,0.3086,0.0845,0.5464,66.3385,20.6384,1.4512,Alnus glutinosa,1,11
15,1.0142,0.4514,0.3466,2.6306,0.4451,0.6294,1.0208,0.4727,0.44,0.4428,0.4631,0.2719,0.4077,1.1301,0.1581,0.0605,0.2801,0.3166,0.0623,0.8664,68.7168,16.1894,1.3475,Alnus glutinosa,1,11
16,0.8606,0.327,0.2172,2.1726,0.38,0.5782,0.8569,0.3257,0.13,0.3121,0.3801,0.3325,0.4275,0.802,0.1996,0.0824,-0.6652,0.3616,0.0741,1.0075,74.842,17.4482,1.2123,Alnus glutinosa,1,11
17,0.9319,0.3073,0.2207,2.2103,0.3298,0.5677,0.8998,0.3093,0.35,0.2859,0.3437,0.388,0.4429,0.4738,0.1394,0.087,0.4684,0.3187,0.0736,0.5933,70.4792,17.2935,1.2048,Alnus glutinosa,1,11
18,0.893,0.3295,0.2263,2.1956,0.369,0.5899,0.8877,0.3441,0.5,0.33,0.3876,0.3403,0.3777,0.5885,0.0816,0.1028,1.4608,0.2922,0.07,1.0636,68.5085,15.6458,1.544,Alnus glutinosa,1,11
19,1.5315,0.3738,0.3912,3.4778,0.2441,0.4064,1.4582,0.3998,0.49,0.3259,0.2742,0.2812,0.3889,1.1312,0.2386,0.1218,-0.19,0.3682,0.0801,0.1941,71.3216,16.4133,1.1943,Alnus glutinosa,1,11
20,0.81,0.3529,0.2191,2.069,0.4357,0.6432,0.8092,0.3655,0.29,0.3455,0.4517,0.1433,0.2954,2.3776,0.1796,0.0884,-0.2467,0.3304,0.0587,0.8318,69.4282,15.895,1.7119,Alnus glutinosa,1,11
21,0.8542,0.2868,0.1883,2.0752,0.3358,0.5495,0.8619,0.2987,0.42,0.2853,0.3466,0.2826,0.4071,1.0927,0.1634,0.0742,-0.2912,0.3247,0.0595,1.1473,69.9742,15.7543,1.6362,Alnus glutinosa,1,11
22,1.0356,0.3465,0.2788,2.4922,0.3346,0.5641,1.0114,0.3596,0.37,0.3435,0.3555,0.2854,0.4011,1.0684,0.1086,0.0676,0.5385,0.3274,0.0643,1.0799,74.802,16.7075,1.6835,Alnus glutinosa,1,11
23,1.1088,0.3847,0.3293,2.7387,0.347,0.5517,1.1509,0.4101,0.52,0.4037,0.3563,0.3478,0.4048,0.6059,0.094,0.0695,1.1094,0.3492,0.0611,0.8395,81.4397,15.0662,0.732,Alnus glutinosa,1,11
24,0.8131,0.2915,0.1819,2.0068,0.3585,0.5676,0.7946,0.2921,0.93,0.2849,0.3676,0.0733,0.1512,5.4869,0.244,0.0985,-0.6051,0.3747,0.0631,0.4426,72.2675,16.2939,1.4455,Alnus glutinosa,1,11
