label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
31,0.6322,0.3156,0.1476,1.687,0.4992,0.6517,0.6626,0.3584,0.22,0.2717,0.5409,0.0805,0.0325,18.4754,0.4534,0.1674,-0.8063,0.3927,0.0583,0.2382,55.1409,20.2827,0.9492,Quercus petraea,1,4
32,0.4504,0.235,0.0815,1.1961,0.5218,0.7159,0.4677,0.2428,0.35,0.2321,0.5191,0.0881,0.0401,16.945,0.4352,0.1611,-0.948,0.3854,0.0668,-0.3494,55.3709,18.5642,1.1381,Quercus petraea,1,4
33,0.5101,0.2394,0.0952,1.3936,0.4693,0.616,0.5482,0.2535,0.46,0.245,0.4624,0.0711,0.0564,13.1433,0.4725,0.184,-0.8288,0.3527,0.045,-0.2626,47.2389,17.7611,1.4461,Quercus petraea,1,4
34,0.4005,0.2162,0.0661,1.0891,0.5398,0.7003,0.4147,0.2271,0.39,0.2148,0.5476,0.0904,0.0349,9.2668,0.4387,0.1927,-0.5976,0.3858,0.0654,-0.0545,54.542,19.2845,0.9271,Quercus petraea,1,4
35,0.5248,0.3221,0.1295,1.6592,0.6138,0.5911,0.5513,0.3471,0.34,0.3113,0.6296,0.0989,0.0657,10.9596,0.4092,0.1774,-0.6697,0.3691,0.0752,0.7857,55.6692,20.4305,0.8299,Quercus petraea,1,4
36,0.3168,0.1992,0.0486,0.8758,0.6288,0.7962,0.317,0.2027,0.27,0.1882,0.6394,0.0822,0.0472,11.1258,0.4009,0.1642,-0.7537,0.3854,0.0546,-0.0579,58.5377,17.3532,1.1444,Quercus petraea,1,4
37,0.4691,0.2451,0.0873,1.259,0.5225,0.6921,0.4911,0.2664,0.4,0.2352,0.5425,0.0828,0.0212,1.5656,0.47,0.1687,-0.8048,0.4535,0.0614,-0.2115,61.2018,20.6108,0.6815,Quercus petraea,1,4
38,0.5345,0.2571,0.1044,1.3927,0.481,0.6764,0.5597,0.2723,0.3,0.2347,0.4865,0.0718,0.0429,15.1006,0.4337,0.1707,-0.743,0.3635,0.0567,-0.1406,52.0298,17.2367,1.4632,Quercus petraea,1,4
39,0.3276,0.2679,0.0675,1.0318,0.8178,0.7968,0.3687,0.2833,0.44,0.2724,0.7684,0.0793,0.0402,11.6389,0.399,0.1876,-0.362,0.3445,0.0668,-0.0648,52.9109,21.128,1.1256,Quercus petraea,1,4
40,0.3289,0.2175,0.0542,0.9515,0.6613,0.7523,0.3561,0.2295,0.39,0.2088,0.6445,0.0964,0.0441,11.8435,0.3609,0.1542,-0.7275,0.3446,0.0469,0.5001,56.6566,18.4951,1.4339,Quercus petraea,1,4
41,0.5339,0.2366,0.0975,1.5245,0.4432,0.5272,0.5515,0.2505,0.53,0.2442,0.4542,0.1027,0.0358,7.0955,0.4099,0.1931,-0.4348,0.3582,0.0622,-0.264,53.7408,20.7987,1.1165,Quercus petraea,1,4
42,0.6543,0.3457,0.1738,1.8375,0.5284,0.6469,0.6778,0.365,0.28,0.318,0.5385,0.0971,0.0541,13.5401,0.4039,0.1606,-0.477,0.3695,0.0673,0.3793,56.3802,19.5103,0.9907,Quercus petraea,1,4
43,0.887,0.5536,0.3737,2.5394,0.6241,0.7282,0.8918,0.5873,0.43,0.5137,0.6586,0.0887,0.0224,11.0509,0.4846,0.1577,-1.2436,0.3926,0.0561,-0.278,51.6566,17.9384,1.3301,Quercus petraea,1,4
44,0.456,0.2792,0.0954,1.3097,0.6123,0.6989,0.4628,0.2885,0.25,0.252,0.6234,0.0879,0.0213,12.1474,0.4268,0.1503,-0.8538,0.3883,0.0696,0.1021,56.9779,19.5443,1.1566,Quercus petraea,1,4
45,0.5856,0.3309,0.1451,1.8053,0.5651,0.5595,0.6395,0.3488,0.13,0.322,0.5454,0.0956,0.0447,10.4118,0.4074,0.1574,-0.8673,0.3722,0.0778,-0.1322,55.9338,18.9861,1.2097,Quercus petraea,1,4
46,0.4582,0.2933,0.1031,1.2709,0.6401,0.8021,0.4662,0.3019,0.31,0.2729,0.6476,0.0954,0.0559,13.6819,0.4441,0.1623,-1.106,0.401,0.0585,-0.3426,56.7123,18.5632,1.3071,Quercus petraea,1,4
47,0.4489,0.312,0.1063,1.3697,0.695,0.712,0.4529,0.3242,0.3,0.2867,0.7158,0.0947,0.0206,1.9237,0.3762,0.1431,-0.7508,0.3727,0.0714,0.1334,59.1724,18.1583,1.1712,Quercus petraea,1,4
48,0.6622,0.4012,0.2039,1.8678,0.6059,0.7345,0.6783,0.4095,0.28,0.3765,0.6037,0.0963,0.0355,16.4134,0.3989,0.1478,-0.9217,0.3667,0.0919,0.0709,55.7951,19.2282,1.0863,Quercus petraea,1,4
49,0.4046,0.3393,0.104,1.2749,0.8386,0.8041,0.4123,0.3583,0.21,0.3082,0.869,0.0892,0.0304,12.6601,0.3869,0.1557,-0.7372,0.3404,0.0482,0.5037,53.7323,18.2548,1.396,Quercus petraea,1,4
50,0.6802,0.4562,0.229,2.6926,0.6707,0.3969,0.717,0.4835,0.38,0.3641,0.6743,0.1064,0.0697,6.4116,0.3525,0.1877,-0.6502,0.3655,0.1051,1.8135,62.1741,34.1283,2.2416,Quercus petraea,1,4
51,0.7696,0.3945,0.2312,2.1204,0.5126,0.6462,0.7895,0.4036,0.27,0.3735,0.5112,0.1011,0.0352,13.326,0.3889,0.1431,-0.8828,0.3776,0.0712,0.3748,58.9973,18.538,0.9693,Quercus petraea,1,4
52,0.4132,0.3193,0.1026,1.2294,0.7727,0.853,0.4203,0.3294,0.37,0.3103,0.7837,0.0989,0.0535,12.3084,0.3339,0.1374,-0.8072,0.3154,0.0541,0.8986,54.1973,17.8651,1.5516,Quercus petraea,1,4
1,0.4594,0.2472,0.0875,1.2283,0.5381,0.7288,0.4868,0.2674,0.36,0.2432,0.5493,0.1006,0.0473,12.7013,0.4067,0.1785,-0.7296,0.3076,0.0874,0.3373,48.3829,25.6785,1.2703,Quercus petraea,1,5
2,0.5028,0.2903,0.1139,1.3992,0.5774,0.7311,0.5406,0.3024,0.48,0.2988,0.5594,0.1058,0.0244,5.4013,0.4195,0.1644,-0.875,0.3089,0.0894,0.3757,47.1268,23.6323,1.3028,Quercus petraea,1,5
3,0.3184,0.2165,0.053,0.933,0.68,0.7651,0.3174,0.2186,0.36,0.2068,0.6887,0.0912,0.0403,11.9227,0.4213,0.2098,-0.5188,0.3517,0.0768,0.3871,53.0709,25.8786,0.9969,Quercus petraea,1,5
4,0.4333,0.2342,0.0788,1.1498,0.5405,0.749,0.453,0.2518,0.5,0.2486,0.5558,0.0939,0.0506,12.9894,0.4238,0.2197,-0.3415,0.3083,0.0718,0.4933,46.8457,25.1419,1.0589,Quercus petraea,1,5
5,0.4094,0.2103,0.0666,1.0667,0.5137,0.7355,0.423,0.2186,0.44,0.2123,0.5168,0.0798,0.032,2.8557,0.4487,0.2293,-0.4005,0.3367,0.0759,0.0309,48.2371,25.4768,1.0383,Quercus petraea,1,5
6,0.6418,0.5012,0.2463,1.9867,0.7809,0.7842,0.6648,0.505,0.35,0.4752,0.7596,0.1077,0.0535,12.2713,0.4051,0.1784,-0.8782,0.3062,0.0962,1.0753,47.7702,24.0638,1.1745,Quercus petraea,1,5
7,0.6652,0.3504,0.1796,1.8052,0.5268,0.6926,0.6941,0.3696,0.32,0.3397,0.5325,0.0931,0.0386,11.4827,0.4649,0.2038,-0.824,0.3378,0.0812,0.353,47.0919,24.1348,1.2084,Quercus petraea,1,5
8,0.2867,0.1787,0.0393,0.7881,0.6233,0.7951,0.29,0.1876,0.36,0.1665,0.6469,0.0858,0.1056,7.7324,0.4719,0.221,-0.639,0.3637,0.0642,-0.2519,49.425,25.0697,1.2872,Quercus petraea,1,5
9,0.5614,0.2986,0.1282,1.5666,0.5319,0.6564,0.577,0.3066,0.42,0.2905,0.5314,0.0964,0.0314,14.4737,0.4408,0.1936,-0.7356,0.3258,0.0727,0.5911,48.6158,26.1614,1.2386,Quercus petraea,1,5
10,0.3554,0.2134,0.0581,0.9746,0.6005,0.7687,0.362,0.2193,0.31,0.2039,0.6058,0.0824,0.1039,7.819,0.4495,0.2105,-0.6231,0.3224,0.0612,0.5345,46.5539,24.4991,1.3953,Quercus petraea,1,5
11,0.3988,0.2252,0.0695,1.103,0.5647,0.7179,0.4165,0.2414,0.48,0.2352,0.5796,0.0809,0.0305,5.1818,0.3914,0.1851,-0.4962,0.3209,0.0717,0.4061,51.3104,24.4648,1.1946,Quercus petraea,1,5
12,0.4488,0.2696,0.0927,1.2356,0.6007,0.763,0.4533,0.2775,0.36,0.2537,0.6122,0.0794,0.0301,1.1001,0.4923,0.2105,-0.9316,0.3344,0.0517,0.6779,44.1227,23.3336,1.6885,Quercus petraea,1,5
13,0.77,0.4035,0.2362,2.1625,0.524,0.6347,0.8042,0.4259,0.56,0.3874,0.5296,0.1067,0.0543,11.3367,0.4159,0.1971,-0.492,0.3298,0.0808,0.4821,49.6195,22.7968,1.127,Quercus petraea,1,5
14,0.4776,0.2479,0.0912,1.246,0.5191,0.7382,0.4718,0.2497,0.35,0.2323,0.5292,0.0787,0.0322,15.109,0.4974,0.204,-0.9239,0.3816,0.0663,-1.0071,48.9538,22.7736,1.3035,Quercus petraea,1,5
15,0.2931,0.2077,0.0472,0.8426,0.7086,0.8354,0.2958,0.2085,0.44,0.2043,0.7049,0.094,0.0487,11.6588,0.3965,0.2152,-0.3221,0.3399,0.0636,0.5067,52.8541,23.8435,1.1369,Quercus petraea,1,5
16,0.3045,0.2186,0.0501,0.9229,0.7179,0.7392,0.315,0.2146,0.37,0.2025,0.6813,0.099,0.0965,7.7272,0.4329,0.1899,-0.8817,0.4184,0.0889,0.3535,60.2439,23.1801,0.867,Quercus petraea,1,5
17,0.4777,0.3137,0.1155,1.3504,0.6567,0.7959,0.4834,0.326,0.28,0.301,0.6744,0.0833,0.0343,10.3427,0.4634,0.2057,-0.7585,0.3282,0.0593,0.6872,46.5364,24.9998,1.3717,Quercus petraea,1,5
18,0.4141,0.2317,0.0741,1.1402,0.5595,0.7163,0.4315,0.2471,0.25,0.2238,0.5727,0.0793,0.0206,14.2919,0.4713,0.1963,-0.7758,0.384,0.0722,0.0886,52.6957,24.8623,1.1034,Quercus petraea,1,5
19,0.3308,0.2392,0.0609,0.9702,0.7231,0.813,0.331,0.2434,0.25,0.2226,0.7353,0.0686,0.042,14.8953,0.4699,0.2104,-0.7252,0.3448,0.055,0.5956,47.7901,24.3523,1.3132,Quercus petraea,1,5
20,0.5098,0.3277,0.1207,2.1754,0.6428,0.3205,0.5818,0.3928,0.27,0.3171,0.6751,0.0996,0.0963,7.676,0.4375,0.2065,-0.6934,0.3513,0.0545,0.6247,51.5047,24.0445,1.1353,Quercus petraea,1,5
21,0.3577,0.2446,0.0673,1.0405,0.6838,0.7812,0.37,0.2487,0.39,0.2406,0.6722,0.0867,0.0595,12.6991,0.4395,0.1894,-0.4111,0.3493,0.0708,0.7502,51.4127,24.6197,1.0847,Quercus petraea,1,5
22,0.2355,0.1829,0.0328,0.731,0.7766,0.7713,0.2506,0.1826,0.37,0.1758,0.7287,0.0846,0.0467,12.6026,0.3517,0.1784,-0.4236,0.3568,0.06,0.8758,59.6011,22.4162,1.2061,Quercus petraea,1,5
23,0.4219,0.217,0.0705,1.1952,0.5143,0.6202,0.4517,0.2229,0.4,0.2203,0.4935,0.104,0.0286,6.81,0.4,0.1937,-0.5528,0.3193,0.0627,0.7436,49.7753,22.9442,1.4479,Quercus petraea,1,5
24,0.4434,0.2176,0.0736,1.1991,0.4908,0.6432,0.4704,0.2261,0.42,0.2155,0.4807,0.0876,0.0383,13.0457,0.4353,0.1772,-0.91,0.3634,0.0654,0.0969,52.4527,20.3704,1.4739,Quercus petraea,1,5
25,0.6497,0.3147,0.1563,1.9096,0.4844,0.5386,0.6978,0.3272,0.29,0.3061,0.4689,0.0908,0.0315,13.6228,0.4215,0.1687,-0.703,0.3405,0.0749,0.2631,51.5519,23.4658,1.2494,Quercus petraea,1,5
26,0.2908,0.2192,0.0494,0.9139,0.7538,0.7433,0.3012,0.2221,0.4,0.2148,0.7374,0.0881,0.0472,12.0115,0.3897,0.19,-0.3131,0.333,0.0644,0.8523,53.0378,23.908,1.131,Quercus petraea,1,5
27,0.5351,0.327,0.1366,1.4859,0.6111,0.7775,0.569,0.3359,0.42,0.3284,0.5903,0.086,0.0497,13.1473,0.4142,0.1765,-0.5284,0.374,0.0638,-0.1399,56.3153,21.7391,1.0615,Quercus petraea,1,5
28,0.6801,0.3506,0.1819,1.9573,0.5155,0.5967,0.7683,0.3716,0.37,0.3458,0.4837,0.0905,0.0286,19.358,0.4907,0.1891,-0.9694,0.3906,0.0633,0.5725,51.3152,22.1302,1.0845,Quercus petraea,1,5
29,0.5028,0.3102,0.1208,1.3975,0.6169,0.7773,0.5272,0.3275,0.44,0.3005,0.6212,0.0913,0.0376,14.1682,0.4344,0.1766,-0.625,0.3644,0.0687,0.2735,53.6368,23.2772,1.0783,Quercus petraea,1,5
30,0.3974,0.2097,0.0646,1.0485,0.5277,0.7384,0.4234,0.2158,0.53,0.2133,0.5097,0.084,0.044,11.5713,0.4483,0.1923,-0.6079,0.3947,0.0641,-0.4447,55.2659,21.2213,1.0131,Quercus petraea,1,5
31,0.2633,0.184,0.0365,0.8009,0.6988,0.7151,0.2754,0.1911,0.41,0.1771,0.6939,0.0863,0.0693,11.4681,0.3809,0.1596,-0.8107,0.3794,0.064,0.477,60.1492,20.4998,1.3604,Quercus petraea,1,5
32,0.5748,0.3368,0.1456,1.6182,0.5859,0.6987,0.5911,0.3467,0.26,0.3059,0.5865,0.0859,0.0716,10.4286,0.4038,0.1664,-0.7956,0.3698,0.0726,0.4121,57.0353,22.2492,1.0259,Quercus petraea,1,5
33,0.5555,0.2753,0.1136,1.5022,0.4956,0.6326,0.5803,0.2985,0.31,0.2461,0.5144,0.0859,0.027,13.9064,0.415,0.1635,-0.6225,0.3748,0.0697,0.7343,57.1285,23.2568,0.9879,Quercus petraea,1,5
34,0.3848,0.2222,0.066,1.0762,0.5774,0.7161,0.3878,0.2263,0.28,0.2143,0.5835,0.085,0.0173,1.8126,0.3735,0.1575,-0.6133,0.3723,0.0557,0.3373,60.3868,21.5763,1.1489,Quercus petraea,1,5
35,0.562,0.2822,0.1193,1.6604,0.5021,0.5438,0.6467,0.3061,0.36,0.2903,0.4733,0.0807,0.0309,15.2152,0.4634,0.1591,-0.9474,0.4172,0.0574,-0.0088,57.9294,21.6013,0.9956,Quercus petraea,1,5
36,0.4951,0.2899,0.1106,1.5209,0.5855,0.6008,0.5331,0.3051,0.47,0.287,0.5723,0.0801,0.0378,15.1168,0.4412,0.172,-0.8736,0.3761,0.0571,0.5829,53.9043,19.7928,1.2285,Quercus petraea,1,5
37,0.5671,0.3351,0.1478,1.5865,0.5909,0.7379,0.6005,0.3496,0.5,0.3472,0.5822,0.1042,0.0541,11.5763,0.4778,0.2094,-0.5488,0.4314,0.0999,0.38,57.2433,25.1447,0.5151,Quercus petraea,1,5
38,0.5243,0.3575,0.1436,1.5208,0.6819,0.7802,0.5341,0.3649,0.27,0.3366,0.6832,0.0998,0.0427,14.0742,0.4198,0.1672,-0.9872,0.3571,0.0654,0.5897,53.279,20.4292,1.399,Quercus petraea,1,5
39,0.6465,0.3017,0.1475,1.7229,0.4667,0.6244,0.6846,0.3144,0.39,0.2891,0.4592,0.0908,0.0334,14.5718,0.3814,0.1498,-0.7435,0.3944,0.0813,0.1724,62.9097,22.3719,0.7582,Quercus petraea,1,5
40,0.6994,0.4006,0.2147,1.9485,0.5728,0.7106,0.7181,0.4118,0.31,0.3767,0.5735,0.0867,0.0217,16.7623,0.4898,0.1579,-1.3387,0.3954,0.0503,1.4396,52.1537,20.1539,1.5313,Quercus petraea,1,5
41,0.3814,0.2591,0.0735,1.1243,0.6793,0.7307,0.4014,0.2688,0.29,0.2397,0.6697,0.088,0.0218,2.7694,0.3761,0.1597,-0.5713,0.3763,0.059,0.4822,60.7499,21.3886,0.863,Quercus petraea,1,5
42,0.3002,0.2453,0.0558,0.9552,0.8171,0.7685,0.3143,0.2631,0.2,0.231,0.8371,0.0942,0.0284,12.7013,0.3727,0.1639,-0.545,0.3764,0.0621,0.5088,60.0878,18.6145,1.0955,Quercus petraea,1,5
43,0.5704,0.3234,0.1385,1.5711,0.567,0.7051,0.5739,0.3338,0.38,0.2899,0.5816,0.094,0.0474,13.1075,0.4103,0.162,-0.8481,0.3842,0.0754,-0.0498,57.9608,20.802,1.0773,Quercus petraea,1,5
44,0.2836,0.2098,0.0456,0.9546,0.7398,0.6288,0.3087,0.22,0.44,0.2034,0.7127,0.0871,0.0684,10.6013,0.3671,0.1619,-0.5305,0.3833,0.0627,-0.2267,61.7714,19.271,1.0365,Quercus petraea,1,5
45,0.3089,0.2002,0.0471,0.9504,0.6481,0.6553,0.3392,0.211,0.39,0.1915,0.6221,0.0854,0.0498,10.2141,0.353,0.1587,-0.6167,0.3253,0.0556,0.8935,54.4487,20.2057,1.534,Quercus petraea,1,5
46,0.4601,0.2597,0.09,1.2604,0.5644,0.7119,0.4726,0.2669,0.24,0.2374,0.5647,0.0909,0.0213,21.19,0.4287,0.1497,-0.9382,0.403,0.0585,-0.251,59.3,20.3128,1.1346,Quercus petraea,1,5
47,0.3907,0.2496,0.075,1.111,0.6389,0.7636,0.4061,0.2623,0.45,0.2521,0.6459,0.0892,0.0375,16.1288,0.4343,0.173,-0.8773,0.4163,0.0653,-0.1206,59.6332,19.5365,1.1561,Quercus petraea,1,5
48,0.3434,0.1577,0.0414,0.8853,0.4592,0.6638,0.354,0.1675,0.34,0.1497,0.4732,0.0812,0.0999,8.0452,0.4412,0.188,-0.774,0.3964,0.0511,-0.2943,55.8393,19.1244,1.4744,Quercus petraea,1,5
49,0.5995,0.4259,0.1942,1.805,0.7104,0.749,0.613,0.4288,0.25,0.4034,0.6995,0.0902,0.0187,2.611,0.372,0.1222,-1.0523,0.3893,0.0652,0.1692,63.1441,19.5729,0.9729,Quercus petraea,1,5
50,0.489,0.2838,0.1061,1.3345,0.5804,0.7487,0.5084,0.2973,0.37,0.268,0.5848,0.093,0.118,6.9717,0.4371,0.1777,-0.8151,0.3821,0.0557,0.1282,55.563,21.3709,0.96,Quercus petraea,1,5
51,0.513,0.3335,0.1307,1.4904,0.6501,0.7394,0.526,0.3507,0.27,0.3144,0.6667,0.0909,0.0383,13.6948,0.4157,0.1861,-0.667,0.3834,0.0672,0.2588,57.3789,22.7645,1.2105,Quercus petraea,1,5
52,0.4876,0.2623,0.0964,1.3145,0.5379,0.7011,0.5136,0.2728,0.36,0.2409,0.5312,0.0841,0.0444,15.4694,0.4146,0.1577,-0.9949,0.413,0.0631,-0.4705,61.2834,17.6544,0.8849,Quercus petraea,1,5
53,0.8167,0.4173,0.2589,2.2956,0.511,0.6174,0.8576,0.4416,0.35,0.3968,0.5149,0.0983,0.0242,2.5359,0.3525,0.1377,-0.7831,0.3648,0.0674,0.1931,60.7578,19.9852,1.2043,Quercus petraea,1,5
54,0.4175,0.2246,0.0715,1.15,0.538,0.6794,0.4318,0.2298,0.34,0.2118,0.5322,0.0836,0.0426,17.273,0.4538,0.1678,-0.6936,0.4424,0.0832,0.1146,61.0741,21.1556,1.0321,Quercus petraea,1,5
55,0.4283,0.2186,0.0683,1.2373,0.5104,0.5606,0.4603,0.2152,0.66,0.2098,0.4675,0.0948,0.0548,11.7629,0.3662,0.1621,-0.5432,0.375,0.0698,0.2288,59.888,17.1223,1.2514,Quercus petraea,1,5
56,0.5769,0.238,0.1041,1.5456,0.4125,0.5476,0.5736,0.2406,0.4,0.2198,0.4195,0.0866,0.0334,17.1431,0.4148,0.163,-0.8273,0.429,0.0737,-0.2801,63.85,20.2856,0.7334,Quercus petraea,1,5
57,0.346,0.2529,0.0682,1.0353,0.7309,0.7996,0.36,0.2658,0.46,0.2612,0.7383,0.0834,0.0453,14.7868,0.3807,0.1618,-0.5744,0.3644,0.0724,0.4881,58.2599,21.947,1.047,Quercus petraea,1,5
58,0.7325,0.2803,0.1578,1.8298,0.3827,0.5923,0.7607,0.2914,0.38,0.2714,0.3831,0.0842,0.0422,13.7698,0.3362,0.13,-0.8042,0.3641,0.0686,0.5877,62.3971,19.7945,0.8291,Quercus petraea,1,5
59,0.424,0.2272,0.0743,1.1367,0.5358,0.7226,0.4518,0.2389,0.36,0.2221,0.5288,0.0837,0.0258,1.0727,0.3307,0.1498,-0.4067,0.3654,0.0593,0.2052,63.0554,20.6451,0.9251,Quercus petraea,1,5
60,0.4914,0.2709,0.103,1.3389,0.5513,0.722,0.5303,0.2868,0.43,0.27,0.5408,0.0868,0.0462,14.0726,0.4019,0.1652,-0.7056,0.3995,0.0686,-0.2194,60.6818,19.5466,0.974,Quercus petraea,1,5
61,0.6479,0.2644,0.1317,1.6697,0.4081,0.5936,0.681,0.2797,0.36,0.2608,0.4107,0.0968,0.0461,9.603,0.3694,0.1824,-0.7316,0.3798,0.0828,-0.6512,60.2146,20.8232,1.1588,Quercus petraea,1,5
62,0.2831,0.1865,0.0406,0.8037,0.6588,0.7899,0.2824,0.1976,0.53,0.1758,0.6997,0.1068,0.1098,6.8327,0.3695,0.1907,-0.4012,0.4286,0.0786,0.0916,67.4991,19.7267,0.6503,Quercus petraea,1,5
1,0.4997,0.3265,0.1256,1.4254,0.6534,0.7768,0.5043,0.3335,0.39,0.3148,0.6613,0.1431,0.0785,7.6337,0.4584,0.2456,-0.5931,0.2334,0.0946,0.8524,34.4903,27.0694,1.488,Tilia platyphyllos,1,1
2,0.5702,0.3317,0.1465,1.5755,0.5817,0.7417,0.5695,0.3328,0.48,0.3199,0.5844,0.151,0.1042,5.8811,0.5548,0.2649,-0.8755,0.2938,0.0761,-0.0704,34.1652,25.3224,1.5778,Tilia platyphyllos,1,1
3,0.5248,0.2879,0.117,1.4144,0.5486,0.7349,0.5319,0.2941,0.46,0.2888,0.5529,0.1713,0.09,6.9631,0.4549,0.2051,-0.8901,0.3062,0.1082,0.5842,41.8684,21.3303,1.4364,Tilia platyphyllos,1,1
4,0.6055,0.3105,0.1443,1.6052,0.5128,0.7037,0.6289,0.3217,0.4,0.296,0.5115,0.0942,0.1005,7.0207,0.5445,0.2319,-0.8029,0.3403,0.1007,0.2592,41.6423,27.2856,0.8903,Tilia platyphyllos,1,1
5,0.5176,0.2318,0.0919,1.3507,0.4478,0.633,0.5487,0.244,0.49,0.2372,0.4447,0.1425,0.1344,5.2662,0.5526,0.2272,-0.9997,0.3482,0.0866,0.2217,40.3685,24.0665,1.1881,Tilia platyphyllos,1,1
6,0.6272,0.3195,0.1533,1.6809,0.5094,0.6818,0.6442,0.3289,0.3,0.3052,0.5106,0.0848,0.1215,6.2958,0.6261,0.1981,-1.426,0.3855,0.0854,0.0996,37.6083,22.6904,1.3346,Tilia platyphyllos,1,1
7,0.5353,0.2808,0.1158,1.54,0.5246,0.6136,0.5559,0.2875,0.41,0.2761,0.5172,0.1123,0.127,5.8453,0.6485,0.1854,-1.7857,0.463,0.0712,-0.3543,41.0121,20.947,1.6021,Tilia platyphyllos,1,1
8,0.483,0.2867,0.1073,1.3377,0.5936,0.7535,0.5026,0.3006,0.48,0.2932,0.5981,0.1496,0.0505,8.8235,0.2537,0.1419,1.0159,0.2035,0.0875,1.77,38.6164,19.4108,2.0777,Tilia platyphyllos,1,1
9,0.5301,0.311,0.1269,1.5343,0.5867,0.6774,0.5489,0.3236,0.38,0.3045,0.5895,0.1496,0.0627,6.922,0.3614,0.1982,0.0892,0.2248,0.0977,1.062,37.5846,24.5262,1.6199,Tilia platyphyllos,1,1
10,0.486,0.2727,0.1006,1.3234,0.5611,0.7218,0.4997,0.2833,0.38,0.263,0.5669,0.1569,0.054,10.3058,0.3775,0.1765,-0.3978,0.3053,0.1029,0.596,46.9109,17.8779,1.3111,Tilia platyphyllos,1,1
11,0.5146,0.3142,0.1252,1.4457,0.6106,0.7528,0.5296,0.3241,0.4,0.3142,0.612,0.1475,0.0459,7.5685,0.3748,0.1864,-0.3843,0.2277,0.107,0.9423,38.125,25.8223,1.2751,Tilia platyphyllos,1,1
12,0.5387,0.2979,0.1238,1.4351,0.553,0.7554,0.5491,0.3046,0.31,0.2857,0.5547,0.1311,0.0517,8.4152,0.3896,0.1793,-0.4579,0.2296,0.0755,0.9928,36.5415,20.0238,1.811,Tilia platyphyllos,1,1
13,0.3011,0.1695,0.0396,0.8107,0.5629,0.7572,0.3086,0.1761,0.53,0.1723,0.5706,0.1548,0.1542,4.4675,0.4562,0.2185,-0.6393,0.3276,0.0826,-0.0312,44.8738,21.6136,1.3261,Tilia platyphyllos,1,1
14,0.4262,0.2807,0.093,1.212,0.6586,0.7956,0.4361,0.2832,0.4,0.2768,0.6494,0.0894,0.0918,6.8697,0.5877,0.2444,-1.1283,0.3116,0.0858,0.7185,32.7622,23.4196,1.7969,Tilia platyphyllos,1,1
15,0.5346,0.2548,0.1062,1.3939,0.4766,0.6869,0.5429,0.2622,0.47,0.2461,0.483,0.1077,0.0482,8.5218,0.5011,0.2098,-0.8224,0.2798,0.0829,0.4107,37.2946,22.3175,1.2879,Tilia platyphyllos,1,1
16,0.4892,0.2588,0.0985,1.2911,0.529,0.7426,0.4881,0.2653,0.33,0.2573,0.5435,0.132,0.0924,7.4249,0.5854,0.2249,-1.0877,0.3216,0.0731,1.1676,35.5035,24.4494,1.4643,Tilia platyphyllos,1,1
17,0.3408,0.2372,0.0629,0.973,0.696,0.8349,0.3456,0.2357,0.39,0.231,0.682,0.1418,0.0754,7.3026,0.3476,0.2099,-0.0652,0.2469,0.0946,0.9448,40.7841,20.9294,1.4939,Tilia platyphyllos,1,1
18,0.3471,0.2109,0.0568,0.9675,0.6076,0.7625,0.3571,0.2248,0.41,0.2073,0.6295,0.1202,0.0622,7.9187,0.319,0.1712,0.0513,0.2444,0.0806,1.0717,43.1157,21.3127,1.4939,Tilia platyphyllos,1,1
19,0.3894,0.1713,0.0503,1.0146,0.4399,0.614,0.4069,0.1901,0.44,0.182,0.4672,0.1463,0.1124,6.1436,0.3846,0.1974,0.1719,0.3118,0.1215,1.0635,47.3001,21.254,1.0649,Tilia platyphyllos,1,1
20,0.4394,0.2629,0.089,1.2606,0.5983,0.7038,0.4594,0.2653,0.43,0.258,0.5775,0.1333,0.1029,6.6124,0.5362,0.211,-1.1268,0.36,0.0641,0.4946,42.6578,20.8271,1.257,Tilia platyphyllos,1,1
21,0.5404,0.3841,0.1591,1.609,0.7108,0.7723,0.5598,0.394,0.38,0.3714,0.7038,0.1473,0.0666,7.4223,0.4621,0.2266,-0.6216,0.2247,0.0848,0.7098,32.0997,22.3614,1.7224,Tilia platyphyllos,1,1
22,0.5617,0.3204,0.1395,1.5516,0.5704,0.7282,0.5729,0.3266,0.39,0.3189,0.5701,0.1632,0.0613,7.4477,0.3454,0.1819,-0.1176,0.2731,0.1137,1.0516,43.8506,18.3807,1.1951,Tilia platyphyllos,1,1
23,0.5182,0.3037,0.1217,1.4177,0.5861,0.7609,0.5366,0.3113,0.48,0.3058,0.5801,0.1552,0.0662,8.1583,0.3764,0.1822,-0.1316,0.2548,0.0754,0.5506,40.7991,18.3378,1.5232,Tilia platyphyllos,1,1
24,0.5154,0.321,0.1277,1.4256,0.6228,0.7896,0.5252,0.3283,0.4,0.3085,0.6251,0.1634,0.0916,7.2215,0.5757,0.2071,-1.3566,0.3626,0.0579,0.6686,39.9438,21.6105,1.296,Tilia platyphyllos,1,1
